Latitude,Longitude,Safety Score,Lighting Rating,Crowd Rating,Emergency Rating,Crimes,Severity Score,Public Spaces,Keywords
52.29016,-1.5435,36.35049236875344,0.4,0.4,0.6,102,6.06,3,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.27932,-1.54493,34.4007474323325,0.6,0.4,0.2,48,5.395833333333333,8,"['isolated road', 'lack', 'route', 'lighting']"
52.2935,-1.53832,38.60549160814261,0.6,0.4,0.4,466,5.515625,33,"['main high street', 'route']"
52.28554,-1.55808,46.71321412194144,0.6,0.8,0.4,1,5.0,0,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.29026,-1.58006,53.945610687022906,0.6,0.6,0.4,0,0.0,0,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.2902,-1.54262,35.904061290691494,0.4,0.4,0.6,125,6.2682926829268295,4,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.27963,-1.5455,37.23383443839206,0.6,0.4,0.2,127,4.140495867768595,11,"['isolated road', 'lack', 'route', 'lighting']"
52.28398,-1.53688,42.440823887446975,0.8,0.8,0.2,331,6.984709480122324,16,"['cars', 'public', 'lot', 'times', 'route']"
52.28613,-1.53312,32.51645421607106,0.4666666666666666,0.4,0.2666666666666666,513,6.382178217821783,48,"['isolated road', 'backstreets', 'evening', 'park', 'lighting']"
52.286249,-1.570058,41.2985756129938,0.6,0.4,0.6,25,5.68,1,"['ease', 'route']"
52.28788,-1.56659,37.56261358048138,0.4,0.4,0.6,116,5.5344827586206895,4,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28245,-1.54654,49.13359418154615,0.8,0.8,0.2,119,3.8135593220338975,4,"['cars', 'public', 'lot', 'times', 'route']"
52.28702,-1.53692,34.782566281105744,0.5,0.55,0.3,467,6.24945295404814,17,"['scenic route', 'street lighting', 'night', 'walk', 'nobody']"
52.28773,-1.53487,29.24943020349716,0.4,0.4,0.2,494,6.134171907756813,31,"['little lighting', 'park']"
52.28842,-1.53515,34.38578945176289,0.6,0.4,0.2,500,5.780991735537191,37,"['isolated road', 'lack', 'route', 'lighting']"
52.28960319999999,-1.5530564,40.51861296204734,0.6,0.4,0.6,66,5.96969696969697,0,"['ease', 'route']"
52.27956,-1.54404,33.5504252498639,0.6,0.4,0.2,90,5.788888888888889,10,"['isolated road', 'lack', 'route', 'lighting']"
52.28908,-1.53848,32.91570709191548,0.5,0.3,0.3,480,5.452025586353945,29,"['main high street', 'park', 'lighting', 'paths', 'route']"
52.27458,-1.52582,47.5857510325632,0.8,0.8,0.4,129,6.286821705426356,3,"['public spaces', 'access', 'route']"
52.28942,-1.53777,39.36886790523369,0.6,0.4,0.4,503,5.119433198380567,33,"['main high street', 'route']"
52.2867355,-1.5244127,30.148527655106687,0.4,0.4,0.2,166,5.280487804878049,4,"['main roads', 'route']"
52.28638,-1.53128,29.41619332371769,0.4,0.4,0.2,510,6.193612774451098,41,"['night', 'round back streets']"
52.28506,-1.5523,47.95251863730904,0.6,0.8,0.4,8,4.5,2,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28874,-1.56179,35.13237054154146,0.4,0.4,0.6,198,6.619289340101523,6,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28662,-1.56082,44.04131600806443,0.8,0.8,0.2,72,6.166666666666667,6,"['cars', 'public', 'lot', 'times', 'route']"
52.29084,-1.57659,50.260516991272496,0.4,0.4,0.6,0,0.0,1,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28502,-1.55704,45.27166154442975,0.6,0.8,0.4,8,5.625,0,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.29121,-1.57794,50.260516991272496,0.4,0.4,0.6,0,0.0,1,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.2853,-1.53361,34.12604380875784,0.4,0.4,0.4,565,6.297297297297297,58,"['evening', 'backstreets', 'lighting', 'route']"
52.27633,-1.52121,34.084617662950855,0.6,0.6,0.2,127,6.9921259842519685,2,"['street', 'public', 'other members']"
52.28727,-1.56382,44.75635262332373,0.8,0.8,0.2,171,5.777777777777778,6,"['cars', 'public', 'lot', 'times', 'route']"
52.272517,-1.526155,33.52888323678718,0.6,0.4,0.2,84,5.630952380952381,3,"['cemetery', 'more people', 'walk', 'route']"
52.28958,-1.55344,36.38034289088659,0.4,0.4,0.6,63,6.0,0,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28249,-1.55023,46.96557056334652,0.8,0.8,0.2,85,4.738095238095238,1,"['cars', 'public', 'lot', 'times', 'route']"
52.28252,-1.55016,47.03123868946762,0.8,0.8,0.2,97,4.697916666666667,1,"['cars', 'public', 'lot', 'times', 'route']"
52.28226,-1.54954,47.75847190698687,0.8,0.8,0.2,71,4.4,1,"['cars', 'public', 'lot', 'times', 'route']"
52.27635,-1.53088,48.94192841742401,0.8,0.8,0.4,285,5.635714285714286,6,"['public spaces', 'access', 'route']"
52.28653,-1.53332,32.265232421238125,0.4666666666666666,0.4,0.2666666666666666,518,6.286836935166994,40,"['isolated road', 'backstreets', 'evening', 'park', 'lighting']"
52.28131,-1.53498,31.791076216490165,0.6,0.4,0.2,184,6.413043478260869,6,"['isolated road', 'lack', 'route', 'lighting']"
52.29014,-1.58454,53.945610687022906,0.6,0.6,0.4,0,0.0,0,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.28211,-1.54861,48.95752612166823,0.8,0.8,0.2,59,3.931034482758621,3,"['cars', 'public', 'lot', 'times', 'route']"
52.28538,-1.53146,30.087751723077226,0.4,0.4,0.2,588,6.268166089965398,58,"['night', 'round back streets']"
52.29001,-1.57894,53.945610687022906,0.6,0.6,0.4,0,0.0,0,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.28315,-1.55396,44.85453843469373,0.8,0.8,0.2,41,5.682926829268292,0,"['cars', 'public', 'lot', 'times', 'route']"
52.2859,-1.55897,47.18290754245597,0.6,0.8,0.4,12,4.833333333333333,2,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28726,-1.53566,44.50961281202181,0.6,0.8,0.4,495,6.278008298755187,26,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28788,-1.56656,45.28207922933634,0.8,0.8,0.2,116,5.5344827586206895,4,"['cars', 'public', 'lot', 'times', 'route']"
52.27509,-1.52648,48.18335634466712,0.8,0.8,0.4,96,6.042553191489362,3,"['public spaces', 'access', 'route']"
52.2936,-1.53702,39.09712546260631,0.6,0.4,0.4,506,5.564681724845996,45,"['main high street', 'route']"
52.290809,-1.5830862,42.31393129770992,0.4,0.4,0.2,0,0.0,0,"['little lighting', 'night', 'park', 'public spaces', 'access']"
52.28253,-1.55049,47.02215780825311,0.8,0.8,0.2,98,4.701030927835052,1,"['cars', 'public', 'lot', 'times', 'route']"
52.28354,-1.54218,47.5221244904239,0.8,0.8,0.2,165,4.463414634146342,3,"['cars', 'public', 'lot', 'times', 'route']"
52.29226,-1.5382,39.564759955666446,0.6,0.4,0.4,721,5.338571428571429,52,"['main high street', 'route']"
52.2865,-1.53728,19.26790272985402,0.2,0.2,0.2,387,6.520942408376963,8,"['unlit roads', 'route']"
52.28223,-1.5349,31.01156771737836,0.5,0.4,0.2,313,6.362179487179487,30,"['isolated road', 'lack', 'route', 'public services', 'lighting']"
52.27637,-1.52971,48.88305584410059,0.8,0.8,0.4,280,5.666666666666667,6,"['public spaces', 'access', 'route']"
52.28729,-1.5341,37.37313100849512,0.5,0.6,0.3,487,6.20042194092827,37,"['scenic route', 'park', 'little lighting', 'daytime', 'walk']"
52.28774,-1.53234,39.83035572060079,0.5,0.6,0.4,472,6.144736842105263,40,"['scenic route', 'park', 'daytime', 'walk', 'backstreets']"
52.28969,-1.55026,36.86782839528556,0.4,0.4,0.6,80,5.772151898734177,0,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.29097,-1.58302,53.945610687022906,0.6,0.6,0.4,0,0.0,0,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.28967,-1.55088,36.26651364843613,0.4,0.4,0.6,83,6.036585365853658,0,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28218,-1.54736,49.13359418154615,0.8,0.8,0.2,119,3.8135593220338975,4,"['cars', 'public', 'lot', 'times', 'route']"
52.29612,-1.53701,38.42559676351342,0.6,0.4,0.4,28,5.178571428571429,2,"['main high street', 'route']"
52.29117,-1.57778,57.97998264012746,0.8,0.8,0.2,0,0.0,1,"['cars', 'public', 'lot', 'times', 'route']"
52.28574,-1.53636,23.32802271741061,0.3,0.275,0.225,355,6.86,23,"['unlit roads', 'many drunk people', 'night', 'lighting', 'park']"
52.29023,-1.57507,54.00097500653966,0.6,0.6,0.4,0,0.0,1,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.28958,-1.55372,36.38034289088659,0.4,0.4,0.6,63,6.0,0,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28656,-1.56379,45.19648264717855,0.6,0.8,0.4,159,5.6918238993710695,6,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28726,-1.56413,44.75635262332373,0.8,0.8,0.2,171,5.777777777777778,6,"['cars', 'public', 'lot', 'times', 'route']"
52.28799,-1.54528,45.349422877608816,0.6,0.8,0.4,40,5.615384615384615,2,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.29057,-1.58019,57.92461832061069,0.8,0.8,0.2,0,0.0,0,"['cars', 'public', 'lot', 'times', 'route']"
52.28695,-1.53701,34.36545620223301,0.5,0.55,0.3,487,6.381551362683438,15,"['scenic route', 'street lighting', 'night', 'walk', 'nobody']"
52.28565,-1.54992,46.37649293246833,0.6,0.8,0.4,36,5.166666666666667,2,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28665,-1.56084,44.27032364165221,0.6,0.8,0.4,72,6.166666666666667,6,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28679,-1.53738,19.52882696544108,0.2,0.2,0.2,418,6.326086956521739,6,"['unlit roads', 'route']"
52.2851,-1.53618,19.727587951901,0.2,0.2,0.2,400,6.738578680203045,25,"['unlit roads', 'route']"
52.29631,-1.537,38.42559676351342,0.6,0.4,0.4,28,5.178571428571429,2,"['main high street', 'route']"
52.28997,-1.57908,53.945610687022906,0.6,0.6,0.4,0,0.0,0,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.28475,-1.53377,31.96845656073283,0.4,0.4,0.3,576,6.273851590106007,53,"['quiet route', 'evening', 'backstreets', 'lighting', 'public services']"
52.28279,-1.55354,44.85453843469373,0.8,0.8,0.2,41,5.682926829268292,0,"['cars', 'public', 'lot', 'times', 'route']"
52.28309,-1.54473,47.3618270173935,0.8,0.8,0.2,133,4.590909090909091,4,"['cars', 'public', 'lot', 'times', 'route']"
52.27645,-1.51993,33.329886560425834,0.6,0.6,0.2,101,7.316831683168317,1,"['street', 'public', 'other members']"
52.28211,-1.53491,30.679381800277696,0.5,0.4,0.2,313,6.362179487179487,24,"['isolated road', 'lack', 'route', 'public services', 'lighting']"
52.28509,-1.5357,20.19007287369752,0.2,0.2,0.2,411,6.7227722772277225,33,"['unlit roads', 'route']"
52.28729,-1.53337,33.093132868003806,0.4,0.4,0.4,467,6.2505494505494505,35,"['evening', 'backstreets', 'lighting', 'route']"
52.2856,-1.56199,47.29363618148953,0.6,0.8,0.4,12,4.833333333333333,4,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.289077,-1.5384772,44.56766319878571,0.6,0.7,0.425,480,5.452025586353945,29,"['busy route', 'police cars', 'afternoons', 'night', 'rest']"
52.28835,-1.56838,38.35286691567804,0.4,0.4,0.6,96,5.125,1,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28392,-1.53917,44.56054375742357,0.8,0.8,0.2,194,5.723958333333333,1,"['cars', 'public', 'lot', 'times', 'route']"
52.2883539,-1.5380516,45.44103109315362,0.6,0.8,0.4,331,5.872274143302181,27,"['afternoons', 'greenery', 'public', 'route']"
52.2913,-1.57814,54.00097500653966,0.6,0.6,0.4,0,0.0,1,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.2853,-1.53665,19.30016395634392,0.2,0.2,0.2,338,6.870870870870871,21,"['unlit roads', 'route']"
52.28827,-1.53619,28.693767335531845,0.4,0.35,0.2,496,5.970893970893971,36,"['little lighting', 'street lighting', 'night', 'park', 'anything']"
52.28712,-1.53468,44.663062368752776,0.6,0.8,0.4,484,6.238900634249472,27,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28023,-1.54084,31.735976427858336,0.6,0.4,0.2,143,6.314685314685315,0,"['isolated road', 'lack', 'route', 'lighting']"
52.28406,-1.53513,39.49234263915484,0.6166666666666666,0.6166666666666666,0.3333333333333333,512,6.523715415019763,41,"['drunk public', 'unlit roads', 'night', 'cars', 'residential area']"
52.28972,-1.5501,36.86782839528556,0.4,0.4,0.6,80,5.772151898734177,0,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.27902,-1.54565,38.44361817701959,0.6,0.4,0.2,157,3.615894039735099,13,"['isolated road', 'lack', 'route', 'lighting']"
52.28486,-1.53346,31.82333262430471,0.4,0.4,0.3,590,6.334482758620689,53,"['quiet route', 'evening', 'backstreets', 'lighting', 'public services']"
52.28779,-1.5352,29.17227165485236,0.4,0.4,0.2,493,6.092436974789916,28,"['little lighting', 'park']"
52.28736,-1.53318,39.40479715343165,0.5,0.6,0.4,478,6.263948497854077,37,"['scenic route', 'park', 'daytime', 'walk', 'backstreets']"
52.28251,-1.55001,47.75847190698687,0.8,0.8,0.2,71,4.4,1,"['cars', 'public', 'lot', 'times', 'route']"
52.28549,-1.56326,47.816180106679454,0.6,0.8,0.4,71,4.549295774647887,4,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28633,-1.56024,47.175357186935294,0.8,0.8,0.2,12,4.833333333333333,6,"['cars', 'public', 'lot', 'times', 'route']"
52.29599,-1.5374,37.72842858688049,0.6,0.4,0.4,61,5.459016393442623,2,"['main high street', 'route']"
52.28653,-1.56066,43.83605577532144,0.8,0.8,0.2,56,6.267857142857143,6,"['cars', 'public', 'lot', 'times', 'route']"
52.28097,-1.53633,30.924866363685027,0.6,0.4,0.2,146,6.726027397260274,2,"['isolated road', 'lack', 'route', 'lighting']"
52.28991,-1.5792,53.945610687022906,0.6,0.6,0.4,0,0.0,0,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.29311,-1.53828,38.61470213820326,0.6,0.4,0.4,603,5.447863247863248,35,"['main high street', 'route']"
52.27856,-1.54559,38.39835447756503,0.6,0.4,0.2,159,3.633986928104575,13,"['isolated road', 'lack', 'route', 'lighting']"
52.27856,-1.54535,38.28762583853148,0.6,0.4,0.2,159,3.633986928104575,11,"['isolated road', 'lack', 'route', 'lighting']"
52.27642,-1.52697,48.473067691432746,0.8,0.8,0.4,168,5.8121212121212125,1,"['public spaces', 'access', 'route']"
52.28726,-1.5356,44.509102837713606,0.6,0.8,0.4,497,6.276859504132231,26,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28616,-1.54912,46.04803069551661,0.6,0.8,0.4,25,5.32,2,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.29012,-1.54394,36.77559415706457,0.4,0.4,0.6,86,5.882352941176471,3,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28508,-1.53553,20.484874772630924,0.2,0.2,0.2,528,6.615384615384615,37,"['unlit roads', 'route']"
52.2812049,-1.5469286,33.01413259927578,0.4,0.4,0.2,154,4.235294117647059,9,"['street lighting', 'road', 'public spaces', 'route', 'access']"
52.28985,-1.54662,36.187494620643065,0.4,0.5,0.5,68,5.955223880597015,0,"['many drunk people', 'night', 'park', 'hospital', 'shops']"
52.28937,-1.55954,35.489130067112654,0.4,0.4,0.6,178,6.420454545454546,4,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28909,-1.53767,39.03426804486892,0.6,0.4,0.4,550,5.157407407407407,30,"['main high street', 'route']"
52.27924,-1.54296,33.32896797179679,0.6,0.4,0.2,90,5.788888888888889,6,"['isolated road', 'lack', 'route', 'lighting']"
52.28705,-1.56206,44.91339311443171,0.8,0.8,0.2,166,5.710843373493976,6,"['cars', 'public', 'lot', 'times', 'route']"
52.27626,-1.53483,48.68950298239938,0.8,0.8,0.4,193,5.770833333333333,4,"['public spaces', 'access', 'route']"
52.28742,-1.56498,37.1831286156112,0.4,0.4,0.6,153,5.725490196078432,6,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28616,-1.54906,46.04803069551661,0.6,0.8,0.4,25,5.32,2,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.29125,-1.57803,57.97998264012746,0.8,0.8,0.2,0,0.0,1,"['cars', 'public', 'lot', 'times', 'route']"
52.28534,-1.53664,19.30016395634392,0.2,0.2,0.2,338,6.870870870870871,21,"['unlit roads', 'route']"
52.29302,-1.53706,31.795869795505016,0.4,0.4,0.2,688,5.165919282511211,47,"['little lighting', 'park']"
52.28866,-1.56201,34.91847574935979,0.4,0.4,0.6,198,6.741116751269035,7,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28732,-1.5474,44.86453897186842,0.6,0.8,0.4,24,5.791666666666667,0,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28273,-1.53471,30.736645962899424,0.5,0.4,0.2,385,6.46875,31,"['isolated road', 'lack', 'route', 'public services', 'lighting']"
52.2844,-1.53153,30.00388604651064,0.4,0.4,0.2,608,6.240802675585284,56,"['night', 'round back streets']"
52.28816,-1.53979,45.4210808540839,0.6,0.8,0.4,158,5.915032679738562,19,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.27607,-1.51742,34.96261815452907,0.6,0.6,0.2,126,6.674603174603175,5,"['street', 'public', 'other members']"
52.28236,-1.5312424,50.28716908962235,0.8,0.8,0.4,411,5.839108910891089,42,"['public street', 'daytime', 'people', 'route']"
52.28545,-1.53294,34.10321939817853,0.4,0.4,0.4,548,6.37360594795539,60,"['evening', 'backstreets', 'lighting', 'route']"
52.28788,-1.53469,33.57122984492149,0.6,0.4,0.2,531,5.988304093567251,31,"['isolated road', 'lack', 'route', 'lighting']"
52.28252,-1.55296,44.85453843469373,0.8,0.8,0.2,41,5.682926829268292,0,"['cars', 'public', 'lot', 'times', 'route']"
52.28471,-1.55646,45.37861500570297,0.7,0.8,0.3,8,5.625,4,"['scenic route', 'cars', 'daytime', 'walk', 'lot']"
52.28707,-1.52483,28.83487659840605,0.4,0.4,0.2,110,5.805555555555555,4,"['night', 'round back streets']"
52.28768,-1.54006,20.02481887215964,0.2,0.2,0.2,151,6.275862068965517,6,"['unlit roads', 'route']"
52.28619,-1.56407,47.05432062026125,0.6,0.8,0.4,88,4.920454545454546,6,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.2888,-1.57006,36.567449213588674,0.4,0.4,0.6,29,5.965517241379311,1,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.29122,-1.57793,50.260516991272496,0.4,0.4,0.6,0,0.0,1,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28708,-1.53386,45.12032750571545,0.6,0.8,0.4,515,6.157057654075547,33,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28959,-1.55337,36.44418548113131,0.4,0.4,0.6,66,5.96969696969697,0,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28749,-1.53436,33.0251346586463,0.6,0.4,0.2,487,6.255274261603375,30,"['isolated road', 'lack', 'route', 'lighting']"
52.28793,-1.53475,33.68938252725634,0.6,0.4,0.2,511,6.026315789473684,34,"['isolated road', 'lack', 'route', 'lighting']"
52.2762555,-1.5348337,30.37207295695409,0.4666666666666666,0.4,0.2,193,5.770833333333333,4,"['street lighting', 'cemetery', 'road', 'walk', 'more people']"
52.2876,-1.56522,40.71879662283566,0.6,0.6,0.4,141,5.801418439716312,5,"['busy route', 'cars', 'hospital', 'shops', 'times']"
52.2854,-1.55777,44.19064274730773,0.8,0.8,0.2,5,6.0,0,"['cars', 'public', 'lot', 'times', 'route']"
52.27856,-1.54514,37.77253342421133,0.6,0.4,0.2,80,3.925,10,"['isolated road', 'lack', 'route', 'lighting']"
52.28542,-1.5579,44.41965038089551,0.6,0.8,0.4,5,6.0,0,"['scenic route', 'park', 'daytime', 'walk', 'felt']"
52.28245,-1.55269,44.85453843469373,0.8,0.8,0.2,41,5.682926829268292,0,"['cars', 'public', 'lot', 'times', 'route']"
52.281384,-1.5470501,33.06949691879256,0.4,0.4,0.2,154,4.235294117647059,10,"['street lighting', 'road', 'public spaces', 'route', 'access']"
52.28735,-1.53417,33.301956256230184,0.6,0.4,0.2,487,6.255274261603375,35,"['isolated road', 'lack', 'route', 'lighting']"
52.286249,-1.533494,37.06797317220828,0.5333333333333334,0.575,0.275,586,6.220486111111111,44,"['drunk people', 'isolated streets', 'more public spaces', 'park', 'start']"
52.28038,-1.53972,30.565668852015733,0.6,0.4,0.2,121,6.851239669421488,0,"['isolated road', 'lack', 'route', 'lighting']"
52.28757,-1.56476,37.127764296094426,0.4,0.4,0.6,153,5.725490196078432,5,"['busy route', 'public spaces', 'hospital', 'shops', 'route']"
52.28964,-1.57311,57.97998264012746,0.8,0.8,0.2,0,0.0,1,"['cars', 'public', 'lot', 'times', 'route']"
52.28332,-1.54408,49.235794402540016,0.8,0.8,0.2,160,3.69811320754717,3,"['cars', 'public', 'lot', 'times', 'route']"
