Latitude,Longitude,q1,q2,q3,q4,feedback date list,responseList,dateList
52.28681,-1.56078,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.2948,-1.53725,2.0,3.0,2.0,2.0,2024-02-22T22:19:36.302Z,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.",2024-02-22T22:19:36.302Z
52.27632,-1.5322,4.0,4.0,4.0,2.0,2024-02-23T14:23:39.297Z,The route felt fairly safe with some access to public spaces.,2024-02-23T14:23:39.297Z
52.28503,-1.53542,1.0,1.0,1.0,1.0,2024-02-22T22:46:58.42Z,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.",2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z
52.28789,-1.54591,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.2875364,-1.541341,2.0,2.0,3.0,1.0,2024-02-22T22:45:22.974Z,The route was poorly lit and there were lots of drunk people around,2024-02-22T22:45:22.974Z
52.27641,-1.52057,3.0,3.0,3.0,1.0,2024-02-23T14:21:02.709Z,"Well-lit street, was quite busy with other members of public.",2024-02-23T14:21:02.709Z
52.28444,-1.53546,1.0,1.0,1.0,1.0,2024-02-22T22:46:58.42Z,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.",2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z
52.28617,-1.55979,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28582,-1.53308,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.29094,-1.57684,2.5,3.0,3.0,2.0,2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.",2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z
52.28051,-1.53824,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.28776,-1.56568,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28514,-1.53637,1.0,1.0,1.0,1.0,2024-02-22T22:46:58.42Z,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.",2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z
52.2907119,-1.5829859,3.0,2.0,2.0,1.0,2024-02-22T22:41:33.731Z,Walking near the park at night meant there was little lighting and no access to public spaces.,2024-02-22T22:41:33.731Z
52.28552,-1.56332,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.29034,-1.57535,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.28754,-1.53444,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.2889352,-1.5379752,3.0,3.0,4.0,2.0,2024-02-23T14:51:25.554Z,"Very well-lit route, the greenery was busy with the public during the afternoons.",2024-02-23T14:51:25.554Z
52.28261,-1.55083,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.29016,-1.5435,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.27932,-1.54493,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.2935,-1.53832,2.0,3.0,2.0,2.0,2024-02-22T22:19:36.302Z,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.",2024-02-22T22:19:36.302Z
52.28554,-1.55808,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.29026,-1.58006,2.5,3.0,3.0,2.0,2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.",2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z
52.2902,-1.54262,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.27963,-1.5455,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.28398,-1.53688,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28613,-1.53312,2.3333333333333335,2.3333333333333335,2.0,1.3333333333333333,2024-02-17T12:41:36.942Z; 2024-02-17T12:43:29.355Z; 2024-02-22T22:15:08.809Z,"The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; There was a long, isolated road with a lack of lighting on the route.; There was little lighting when we walked through the park, felt very unsafe.",2024-02-17T12:41:36.942Z; 2024-02-17T12:43:29.355Z; 2024-02-22T22:15:08.809Z
52.286249,-1.570058,3.0,3.0,2.0,3.0,2024-02-23T15:18:39.203Z,"The route was residential, making me feel at ease.",2024-02-23T15:18:39.203Z
52.28788,-1.56659,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.28245,-1.54654,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28702,-1.53692,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28773,-1.53487,2.0,2.0,2.0,1.0,2024-02-22T22:15:08.809Z,"There was little lighting when we walked through the park, felt very unsafe.",2024-02-22T22:15:08.809Z
52.28842,-1.53515,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.28960319999999,-1.5530564,3.0,3.0,2.0,3.0,2024-02-23T15:18:39.203Z,"The route was residential, making me feel at ease.",2024-02-23T15:18:39.203Z
52.27956,-1.54404,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.28908,-1.53848,2.0,3.0,2.0,2.0,2024-02-22T22:19:36.302Z,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.",2024-02-22T22:19:36.302Z
52.27458,-1.52582,4.0,4.0,4.0,2.0,2024-02-23T14:23:39.297Z,The route felt fairly safe with some access to public spaces.,2024-02-23T14:23:39.297Z
52.28942,-1.53777,2.0,3.0,2.0,2.0,2024-02-22T22:19:36.302Z,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.",2024-02-22T22:19:36.302Z
52.2867355,-1.5244127,2.0,2.0,2.0,1.0,2024-02-23T14:32:55.396Z,Very poorly lit route. Felt unsafe and was far away from the public and main roads.,2024-02-23T14:32:55.396Z
52.28638,-1.53128,2.0,2.0,2.0,1.0,2024-02-23T14:33:54.01Z,"Not well lit, round back streets, feels unsafe especially at night",2024-02-23T14:33:54.01Z
52.28506,-1.5523,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28874,-1.56179,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.28662,-1.56082,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.29084,-1.57659,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.28502,-1.55704,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.29121,-1.57794,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.2853,-1.53361,2.0,2.0,2.0,2.0,2024-02-17T12:41:36.942Z,The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.,2024-02-17T12:41:36.942Z
52.27633,-1.52121,3.0,3.0,3.0,1.0,2024-02-23T14:21:02.709Z,"Well-lit street, was quite busy with other members of public.",2024-02-23T14:21:02.709Z
52.28727,-1.56382,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.272517,-1.526155,2.0,3.0,2.0,1.0,2024-02-23T14:22:25.332Z,I hated the walk alongside the cemetery - was creepy and made me feel unsafe. I would have preferred a route with more people around,2024-02-23T14:22:25.332Z
52.28958,-1.55344,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.28249,-1.55023,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28252,-1.55016,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28226,-1.54954,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.27635,-1.53088,4.0,4.0,4.0,2.0,2024-02-23T14:23:39.297Z,The route felt fairly safe with some access to public spaces.,2024-02-23T14:23:39.297Z
52.28653,-1.53332,2.3333333333333335,2.3333333333333335,2.0,1.3333333333333333,2024-02-17T12:41:36.942Z; 2024-02-17T12:43:29.355Z; 2024-02-22T22:15:08.809Z,"The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; There was a long, isolated road with a lack of lighting on the route.; There was little lighting when we walked through the park, felt very unsafe.",2024-02-17T12:41:36.942Z; 2024-02-17T12:43:29.355Z; 2024-02-22T22:15:08.809Z
52.28131,-1.53498,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.29014,-1.58454,2.5,3.0,3.0,2.0,2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.",2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z
52.28211,-1.54861,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28538,-1.53146,2.0,2.0,2.0,1.0,2024-02-23T14:33:54.01Z,"Not well lit, round back streets, feels unsafe especially at night",2024-02-23T14:33:54.01Z
52.29001,-1.57894,2.5,3.0,3.0,2.0,2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.",2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z
52.28315,-1.55396,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.2859,-1.55897,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28726,-1.53566,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28788,-1.56656,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.27509,-1.52648,4.0,4.0,4.0,2.0,2024-02-23T14:23:39.297Z,The route felt fairly safe with some access to public spaces.,2024-02-23T14:23:39.297Z
52.2936,-1.53702,2.0,3.0,2.0,2.0,2024-02-22T22:19:36.302Z,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.",2024-02-22T22:19:36.302Z
52.290809,-1.5830862,3.0,2.0,2.0,1.0,2024-02-22T22:41:33.731Z,Walking near the park at night meant there was little lighting and no access to public spaces.,2024-02-22T22:41:33.731Z
52.28253,-1.55049,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28354,-1.54218,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.29226,-1.5382,2.0,3.0,2.0,2.0,2024-02-22T22:19:36.302Z,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.",2024-02-22T22:19:36.302Z
52.2865,-1.53728,1.0,1.0,1.0,1.0,2024-02-22T22:46:58.42Z,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.",2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z
52.28223,-1.5349,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
52.27637,-1.52971,4.0,4.0,4.0,2.0,2024-02-23T14:23:39.297Z,The route felt fairly safe with some access to public spaces.,2024-02-23T14:23:39.297Z
52.28729,-1.5341,3.0,2.5,3.0,1.5,2024-02-22T22:15:08.809Z; 2024-02-23T14:40:59.31Z,"There was little lighting when we walked through the park, felt very unsafe.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.",2024-02-22T22:15:08.809Z; 2024-02-23T14:40:59.31Z
52.28774,-1.53234,3.0,2.5,3.0,2.0,2024-02-17T12:41:36.942Z; 2024-02-23T14:40:59.31Z,The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-17T12:41:36.942Z; 2024-02-23T14:40:59.31Z
52.28969,-1.55026,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.29097,-1.58302,2.5,3.0,3.0,2.0,2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.",2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z
52.28967,-1.55088,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.28218,-1.54736,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.29612,-1.53701,2.0,3.0,2.0,2.0,2024-02-22T22:19:36.302Z,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.",2024-02-22T22:19:36.302Z
52.29117,-1.57778,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28574,-1.53636,1.0,1.0,1.0,1.0,2024-02-22T22:46:58.42Z,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.",2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z
52.29023,-1.57507,2.5,3.0,3.0,2.0,2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.",2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z
52.28958,-1.55372,2.0,2.0,2.0,3.0,2024-02-23T15:20:43.152Z,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,2024-02-23T15:20:43.152Z
52.28656,-1.56379,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28726,-1.56413,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28799,-1.54528,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.29057,-1.58019,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28695,-1.53701,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28565,-1.54992,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28665,-1.56084,4.0,3.0,4.0,2.0,2024-02-23T14:40:59.31Z,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,2024-02-23T14:40:59.31Z
52.28679,-1.53738,1.0,1.0,1.0,1.0,2024-02-22T22:46:58.42Z,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.",2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z
52.2851,-1.53618,1.0,1.0,1.0,1.0,2024-02-22T22:46:58.42Z,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.",2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z; 2024-02-22T22:46:58.42Z
52.29631,-1.537,2.0,3.0,2.0,2.0,2024-02-22T22:19:36.302Z,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.",2024-02-22T22:19:36.302Z
52.28997,-1.57908,2.5,3.0,3.0,2.0,2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.",2024-02-22T22:42:06.016Z; 2024-02-23T15:20:43.152Z
52.28475,-1.53377,2.0,2.0,2.0,2.0,2024-02-17T12:41:36.942Z,The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.,2024-02-17T12:41:36.942Z
52.28279,-1.55354,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.28309,-1.54473,3.0,4.0,4.0,1.0,2024-02-22T22:42:06.016Z,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.",2024-02-22T22:42:06.016Z
52.27645,-1.51993,3.0,3.0,3.0,1.0,2024-02-23T14:21:02.709Z,"Well-lit street, was quite busy with other members of public.",2024-02-23T14:21:02.709Z
52.28211,-1.53491,3.0,3.0,2.0,1.0,2024-02-17T12:43:29.355Z,"There was a long, isolated road with a lack of lighting on the route.",2024-02-17T12:43:29.355Z
